model_type,beta,depth,run_seed,lag,acf_value,gradient_norm,gradient_std,collapse_flag
feedforward,,2,11,7,0.8359084361852867,15.21600142434236,0.9508686804782487,False
feedforward,,2,11,8,0.8177167982541352,15.21600142434236,0.9508686804782487,False
feedforward,,2,11,9,0.8000423442108414,15.21600142434236,0.9508686804782487,False
feedforward,,2,11,10,0.779826352946318,15.21600142434236,0.9508686804782487,False
feedforward,,2,11,11,0.7617915609946064,15.21600142434236,0.9508686804782487,False
feedforward,,2,11,12,0.7462916486780643,15.21600142434236,0.9508686804782487,False
feedforward,,2,11,13,0.7310866188625922,15.21600142434236,0.9508686804782487,False
feedforward,,2,11,14,0.718062810491,15.21600142434236,0.9508686804782487,False
feedforward,,2,11,15,0.7036758893195811,15.21600142434236,0.9508686804782487,False
feedforward,,2,12,0,1.0,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,1,0.974185351897206,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,2,0.9460738135843123,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,3,0.9208041679419822,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,4,0.8989984885919783,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,5,0.8757341918634413,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,6,0.8544144175562132,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,7,0.8338980687086283,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,8,0.8145786946678426,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,9,0.7995074325829548,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,10,0.7836861699030897,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,11,0.76682568215982,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,12,0.7512108093688407,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,13,0.7406130238388565,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,14,0.7282221835877892,11.460141791466922,0.7086170564323837,False
feedforward,,2,12,15,0.7172579103238816,11.460141791466922,0.7086170564323837,False
feedforward,,2,13,0,1.0,24.244071013608625,0.9725901824560907,False
feedforward,,2,13,1,0.98344671464825,24.244071013608625,0.9725901824560907,False
feedforward,,2,13,2,0.963924175920374,24.244071013608625,0.9725901824560907,False
feedforward,,2,13,3,0.9433536345113435,24.244071013608625,0.9725901824560907,False
feedforward,,2,13,4,0.9215723241351421,24.244071013608625,0.9725901824560907,False
feedforward,,2,13,5,0.8975640443279479,24.244071013608625,0.9725901824560907,False
feedforward,,2,13,6,0.8750529886074453,24.244071013608625,0.9725901824560907,False
